,NAME,PSRJ,P0,P1,BINCOMP,DISC
1243,B1745-56,J1749-5605,1.33231,2.12E-15,*,1978
1244,J1750-2043,J1750-2043,5.639047,7.95E-15,*,2006
1245,J1750-2438,J1750-2438,0.712794,1.08E-14,*,2002
1246,J1750-2444,J1750-2444,0.899377,2.64E-16,*,2004
1247,J1750-28,J1750-28,1.300513,5.78E-15,*,2015
1248,B1747-31,J1750-3157,0.910363,1.97E-16,*,1992
1249,J1750-3503,J1750-3503,0.684014,3.81E-17,*,1996
1250,J1750-3703A,J1750-3703A,0.111601,5.66E-18,*,2001
1251,J1750-3703B,J1750-3703B,0.006075,1.92E-20,*,2008
1252,J1750-3703D,J1750-3703D,0.00514,4.93E-19,*,2008
1253,J1751-2516,J1751-2516,0.394836,2.64E-15,*,2002
1254,J1751-2857,J1751-2857,0.003915,1.12E-20,He[sfl+05],2005
1255,J1751-3323,J1751-3323,0.548227,8.83E-15,*,2003
1256,B1747-46,J1751-4657,0.742354,1.3E-15,*,1969
1257,J1752+2359,J1752+2359,0.409051,6.43E-16,*,1995
1258,J1752-2410,J1752-2410,0.191037,6.18E-16,*,2004
1259,B1749-28,J1752-2806,0.562558,8.13E-15,*,1968
1260,J1752-2821,J1752-2821,0.640229,3.47E-15,*,2002
1261,J1753-1914,J1753-1914,0.062955,2.02E-18,*,2006
1262,J1753-2240,J1753-2240,0.095138,9.7E-19,NS(?)[kkl+09],2009
1263,B1750-24,J1753-2501,0.528336,1.41E-14,*,1986
1264,J1754-2422,J1754-2422,2.090248,8.3E-16,*,2010
1265,J1754-3014,J1754-3014,1.32049,4.43E-15,*,2006
1266,J1754-3443,J1754-3443,0.361691,5.71E-16,*,2004
1267,J1754-3510,J1754-3510,0.392704,7.82E-16,*,2006
1268,B1753+52,J1754+5201,2.391397,1.56E-15,*,1985
1269,J1755-0903,J1755-0903,0.19071,7.81E-16,*,2012
1270,J1755-1650,J1755-1650,0.733744,6.86E-16,*,2006
1271,J1755-2025,J1755-2025,0.322231,4.42E-15,*,2009
1272,J1755-2521,J1755-2521,1.175968,9.02E-14,*,2002
1273,J1755-25211,J1755-25211,1.004513,3.12E-14,*,2004
1274,J1755-2534,J1755-2534,0.233541,1.12E-14,*,2004
1275,J1755-2550,J1755-2550,0.315196,2.43E-15,NS(?)[nkt+18],2015
1276,J1755-26,J1755-26,0.430872,1.23E-14,*,2015
1277,J1755-2725,J1755-2725,0.261955,1.37E-17,*,2002
1278,J1755-3716,J1755-3716,0.012786,3.11E-20,CO[nbb+14],2014
1279,J1756+1822,J1756+1822,0.744001,5.13E-16,*,2003
1280,J1756-2225,J1756-2225,0.40498,5.27E-14,*,2004
1281,J1756-2251,J1756-2251,0.028462,1.02E-18,NS[fsk+14],2004
1282,B1753-24,J1756-2435,0.67048,2.85E-16,*,1986
1283,J1756-2619,J1756-2619,0.724514,1.24E-15,*,2009
1284,J1757-1500,J1757-1500,0.179354,1.5E-15,*,2012
1285,J1757-1854,J1757-1854,0.021497,2.63E-18,NS[cck+18],2018
1286,J1757-2223,J1757-2223,0.18531,7.82E-16,*,2002
1287,B1754-24,J1757-2421,0.234106,1.3E-14,*,1974
1288,J1757-27,J1757-27,0.017687,2.1E-19,*,2015
1289,J1757-5322,J1757-5322,0.00887,2.63E-20,CO[jcv+06],2001
1290,J1758-1931,J1758-1931,0.692552,1.69E-14,*,2004
1291,J1758-2206,J1758-2206,0.430278,9.56E-16,*,2002
1292,J1758-2540,J1758-2540,2.107263,1.55E-15,*,2002
1293,J1758-2630,J1758-2630,1.202893,5.17E-15,*,2002
1294,J1758-2846,J1758-2846,0.766706,9.41E-17,*,2006
1295,J1758+3030,J1758+3030,0.947256,7.2E-16,*,1996
1296,J1759-1029,J1759-1029,2.512263,1.57E-14,*,2012
1297,J1759-1736,J1759-1736,0.798452,2.55E-16,*,2006
1298,J1759-1903,J1759-1903,0.731505,3.07E-15,*,2004
1299,J1759-1940,J1759-1940,0.25472,9.34E-17,*,2002
1300,J1759-1956,J1759-1956,2.843389,1.86E-14,*,2002
1301,B1756-22,J1759-2205,0.460974,1.09E-14,*,1978
1302,J1759-2302,J1759-2302,0.810718,1.07E-14,*,2002
1303,J1759-2307,J1759-2307,0.558889,3.76E-15,*,2002
1304,J1759-2549,J1759-2549,0.956549,9.96E-14,*,2002
1305,J1759-2922,J1759-2922,0.5744,4.63E-15,*,1998
1306,J1759-3107,J1759-3107,1.078953,3.77E-15,*,2004
1307,J1800-0125,J1800-0125,0.783185,1.15E-14,*,2006
1308,J1800-2114,J1800-2114,1.799272,5.5E-16,*,2004
1309,J1800+5034,J1800+5034,0.578375,1.17E-16,*,2014
1310,B1758-03,J1801-0357,0.921491,3.31E-15,*,1985
1311,J1801-0857B,J1801-0857B,0.028962,2.19E-18,*,2011
1312,J1801-0857D,J1801-0857D,0.004227,6.9E-21,*,2011
1313,J1801-1417,J1801-1417,0.003625,5.3E-21,*,2004
1314,J1801-1855,J1801-1855,2.550498,1.82E-16,*,2002
1315,J1801-1909,J1801-1909,1.108725,7.03E-16,*,2002
1316,J1801-2115,J1801-2115,0.438113,1.55E-17,*,2004
1317,J1801-2154,J1801-2154,0.375297,1.6E-14,*,2004
1318,B1758-23,J1801-2304,0.415827,1.13E-13,*,1985
1319,B1757-24,J1801-2451,0.124924,1.28E-13,*,1985
1320,B1758-29,J1801-2920,1.081908,3.29E-15,*,1992
1321,J1801-3458,J1801-3458,1.385604,3.97E-16,*,2006
1322,J1802+0128,J1802+0128,0.554262,2.11E-15,*,2001
1323,J1802-0523,J1802-0523,1.680573,2.65E-15,*,2012
1324,J1802-1745,J1802-1745,0.514671,5.64E-16,*,2002
1325,J1802-2124,J1802-2124,0.012648,7.26E-20,CO[fsk+10],2004
1326,J1802-2426,J1802-2426,0.569007,8.56E-15,*,2002
1327,J1802-3346,J1802-3346,2.461052,1.32E-15,*,2010
1328,J1803-1616,J1803-1616,0.536596,1.77E-15,*,2004
1329,J1803-1857,J1803-1857,2.864338,1.52E-14,*,2002
1330,J1803-1920,J1803-1920,0.443649,3.3E-16,*,2004
1331,B1800-21,J1803-2137,0.133667,1.34E-13,*,1986
1332,J1803-2149,J1803-2149,0.106332,1.95E-14,*,2012
1333,B1800-27,J1803-2712,0.334415,1.71E-17,He[jml+92],1992
1334,J1803-3329,J1803-3329,0.633412,3.37E-16,*,2010
1335,B1802-07,J1804-0735,0.023101,4.67E-19,*,1993
1336,J1804-2228,J1804-2228,0.570511,1.43E-16,*,2002
1337,J1804-2717,J1804-2717,0.009343,4.09E-20,He[llb+96],1996
1338,B1802+03,J1805+0306,0.218712,9.99E-16,*,1985
1339,J1805-0619,J1805-0619,0.454651,9.69E-16,*,2001
1340,J1805-1504,J1805-1504,1.181269,2.73E-16,*,2006
1341,J1805-2032,J1805-2032,0.405769,8.39E-15,*,2002
1342,J1805-2037,J1805-2037,0.357807,1.76E-15,*,2002
1343,J1805-2447,J1805-2447,0.661402,5.82E-18,*,2004
1344,J1805-2948,J1805-2948,0.428341,4.74E-16,*,2012
1345,J1806+1023,J1806+1023,0.484286,5.73E-17,*,2001
1346,B1804-12,J1806-1154,0.522618,1.41E-15,*,1985
1347,J1806-1618,J1806-1618,0.668309,8.62E-16,*,2004
1348,J1806-1920,J1806-1920,0.879791,1.7E-17,*,2002
1349,J1806-2125,J1806-2125,0.481789,1.21E-13,*,2002
1350,J1806+2819,J1806+2819,0.015084,3.75E-20,He[kmk+18],2018
1351,J1807+0756,J1807+0756,0.4643,1.29E-16,*,1996
1352,B1804-08,J1807-0847,0.163727,2.88E-17,*,1978
1353,J1807-2459B,J1807-2459B,0.004186,8.23E-20,NS/CO(?)[lfrj12],2003
1354,J1807-2557,J1807-2557,2.764195,4.99E-15,*,2010
1355,B1804-27,J1807-2715,0.827776,1.22E-14,*,1978
1356,J1808-0813,J1808-0813,0.876044,1.24E-15,*,1996
1357,J1808-1020,J1808-1020,0.596993,7.72E-16,*,2006
1358,J1808-1517,J1808-1517,0.544549,2.67E-15,*,2013
1359,J1808-1726,J1808-1726,0.241035,1.16E-17,*,2006
1360,J1808-2024,J1808-2024,7.55592,5.49E-10,*,1998
1361,B1805-20,J1808-2057,0.91841,1.71E-14,*,1986
1362,J1808-2701,J1808-2701,2.457882,6.58E-14,*,2006
1363,J1808-3249,J1808-3249,0.364912,7.05E-15,*,2001
1364,J1809-0119,J1809-0119,0.744976,2.29E-15,*,2010
1365,J1809-0743,J1809-0743,0.313886,1.52E-16,*,2001
1366,J1809-1429,J1809-1429,0.895285,5.24E-15,*,2002
1367,J1809-1850,J1809-1850,1.124481,1.06E-14,*,2004
1368,J1809-1917,J1809-1917,0.082747,2.55E-14,*,2002
1369,J1809-1943,J1809-1943,5.540743,2.83E-12,*,2004
1370,J1809-2004,J1809-2004,0.434811,7.28E-15,*,2002
1371,B1806-21,J1809-2109,0.702414,3.82E-15,*,1987
1372,J1809-2332,J1809-2332,0.146789,3.44E-14,*,2009
1373,J1809-3547,J1809-3547,0.860388,1.2E-16,*,1998
1374,J1810-1441,J1810-1441,0.217214,2.39E-17,*,2004
1375,J1810-1820,J1810-1820,0.153716,5.22E-17,*,2002
1376,J1810-2005,J1810-2005,0.032822,1.47E-19,He(?)[jsb+10],2001
1377,B1806-53,J1810-5338,0.261049,3.83E-16,*,1978
1378,J1811-0154,J1811-0154,0.924945,1.61E-15,*,2001
1379,J1811+0702,J1811+0702,0.461713,2.69E-15,*,1995
1380,J1811-1049,J1811-1049,2.623859,8E-16,*,2013
1381,J1811-1717,J1811-1717,0.391385,1.2E-16,*,2015
1382,J1811-1736,J1811-1736,0.104182,9.01E-19,NS[mig00],2000
1383,J1811-1835,J1811-1835,0.557464,6.31E-15,*,2002
1384,J1811-1925,J1811-1925,0.064667,4.4E-14,*,1997
1385,J1811-2405,J1811-2405,0.002661,1.34E-20,He[bbb+11],2010
1386,J1811-2439,J1811-2439,0.415813,2.97E-16,*,2006
1387,J1811-4930,J1811-4930,1.432704,2.25E-15,*,2010
1388,B1810+02,J1812+0226,0.793903,3.6E-15,*,1985
1389,B1809-173,J1812-1718,1.205374,1.91E-14,*,1986
1390,B1809-176,J1812-1733,0.538341,9.82E-16,*,1987
1391,J1812-1910,J1812-1910,0.430991,3.77E-14,*,2004
1392,J1812-2102,J1812-2102,1.223352,2.39E-14,*,2002
1393,J1812-2526,J1812-2526,0.315835,1.77E-16,*,2006
1394,J1812-2748,J1812-2748,0.236983,3.16E-16,*,2010
1395,J1812-3039,J1812-3039,0.587477,6.6E-16,*,2012
1396,J1813-1246,J1813-1246,0.048072,1.76E-14,*,2009
1397,J1813-1749,J1813-1749,0.044699,1.27E-13,*,2009
1398,J1813+1822,J1813+1822,0.336425,2.1E-17,*,2004
1399,J1813-2113,J1813-2113,0.426466,2.08E-15,*,2002
1400,J1813-2242,J1813-2242,0.328514,4.78E-17,*,2004
1401,J1813-2621,J1813-2621,0.00443,1.25E-20,He[lem+15],2004
1402,B1811+40,J1813+4013,0.931089,2.55E-15,*,1978
1403,J1814-0521,J1814-0521,1.014219,8.84E-16,*,2010
1404,J1814-0618,J1814-0618,1.377868,2.92E-16,*,2006
1405,J1814+1130,J1814+1130,0.751261,1.66E-15,*,2003
1406,J1814-1649,J1814-1649,0.957464,6.33E-15,*,2002
1407,J1814-1744,J1814-1744,3.975905,7.45E-13,*,2000
1408,J1815-1738,J1815-1738,0.198436,7.79E-14,*,2004
1409,J1815-1910,J1815-1910,1.249924,3.63E-14,*,2002
1410,J1815+5546,J1815+5546,0.426844,9.47E-17,*,2014
1411,J1816-0755,J1816-0755,0.217643,6.48E-15,*,2006
1412,J1816-1446,J1816-1446,0.5945,1.33E-15,*,2004
1413,B1813-17,J1816-1729,0.782313,7.26E-15,*,1992
1414,B1813-26,J1816-2650,0.592885,6.64E-17,*,1969
1415,J1816+4510,J1816+4510,0.003193,4.31E-20,MS[ssc+19],2014
1416,J1816-5643,J1816-5643,0.217923,1.93E-18,*,2009
1417,J1817-1511,J1817-1511,0.224604,1.43E-15,*,2004
1418,J1817-1742,J1817-1742,0.149744,2.06E-14,*,2017
1419,J1817-1938,J1817-1938,2.046838,3.6E-16,*,2012
1420,B1813-36,J1817-3618,0.387019,2.02E-15,*,1978
1421,J1817-3837,J1817-3837,0.384487,5.8E-16,*,1998
1422,J1818-0151,J1818-0151,0.837535,9.11E-15,*,2012
1423,J1818-1116,J1818-1116,0.5448,3.82E-15,*,2004
1424,B1815-14,J1818-1422,0.291489,2.04E-15,*,1986
1425,J1818-1448,J1818-1448,0.281371,6.15E-15,*,2013
1426,J1818-1519,J1818-1519,0.93969,4.11E-15,*,2002
1427,J1818-1541,J1818-1541,0.551134,9.68E-15,*,2002
1428,J1818-1556,J1818-1556,0.952709,7.06E-16,*,2009
1429,J1819-0925,J1819-0925,0.852047,3.13E-15,*,2004
1430,J1819-1008,J1819-1008,0.30149,1.32E-15,*,2004
1431,J1819-1114,J1819-1114,0.294163,5.66E-16,*,2013
1432,J1819-1131,J1819-1131,1.388137,7.61E-16,*,2004
1433,J1819+1305,J1819+1305,1.060364,3.59E-16,*,2001
1434,J1819-1318,J1819-1318,1.515696,5.97E-16,*,2006
1435,J1819-1408,J1819-1408,1.78849,2.59E-15,*,2002
1436,J1819-1458,J1819-1458,4.263213,5.63E-13,*,2006
1437,J1819-1510,J1819-1510,0.226539,7.85E-18,*,2002
1438,J1819-1717,J1819-1717,0.393522,3.45E-15,*,2009
1439,B1818-04,J1820-0427,0.598082,6.33E-15,*,1969
1440,J1820-0509,J1820-0509,0.337321,9.32E-16,*,2006
1441,B1817-13,J1820-1346,0.92146,4.5E-15,*,1986
1442,J1820-1529,J1820-1529,0.333243,3.79E-14,*,2004
1443,B1817-18,J1820-1818,0.309905,9.36E-17,*,1992
1444,J1821+0155,J1821+0155,0.033781,2.9E-20,*,2013
1445,J1821-0256,J1821-0256,0.414111,3.72E-17,*,2006
1446,J1821-0331,J1821-0331,0.902316,2.53E-15,*,2013
1447,J1821-1419,J1821-1419,1.65601,8.95E-13,*,2004
1448,J1821-1432,J1821-1432,1.915131,5.37E-15,*,2009
1449,J1821+1715,J1821+1715,1.366682,8.71E-16,*,1996
1450,J1821+4147,J1821+4147,1.261857,1.73E-15,*,2014
1451,J1822+0705,J1822+0705,1.362817,1.75E-15,*,1995
1452,J1822-0848,J1822-0848,0.834839,1.35E-16,He[lfl+06],2004
1453,J1822-0907,J1822-0907,0.9747,3.55E-16,*,2004
1454,J1822+1120,J1822+1120,1.787037,2.35E-15,*,2005
1455,J1822-1252,J1822-1252,2.07104,8.48E-14,*,2004
1456,B1820-14,J1822-1400,0.214771,9.07E-16,*,1986
1457,J1822-1604,J1822-1604,8.437721,2.14E-14,*,2011
1458,J1822-1617,J1822-1617,0.831156,1.89E-15,*,2004
1459,B1819-22,J1822-2256,1.874269,1.35E-15,*,1972
1460,J1822-4209,J1822-4209,0.456512,4.59E-16,*,1996
1461,J1823-0154,J1823-0154,0.759777,1.13E-15,*,1996
1462,B1821+05,J1823+0550,0.752907,2.27E-16,*,1978
1463,B1820-11,J1823-1115,0.279829,1.38E-15,MS(?)[pv91],1986
1464,J1823-1126,J1823-1126,1.846534,3.65E-14,*,2004
1465,J1823-1347,J1823-1347,0.617107,9.6E-15,*,2002
1466,J1823-1526,J1823-1526,1.625405,4.52E-15,*,2004
1467,J1823-1807,J1823-1807,1.636792,2.79E-16,*,2002
1468,B1820-30A,J1823-3021A,0.00544,3.38E-18,*,1994
1469,B1820-30B,J1823-3021B,0.378596,2.99E-17,*,1994
1470,J1823-3021C,J1823-3021C,0.405936,2.24E-16,*,2003
1471,B1820-31,J1823-3106,0.284054,2.93E-15,*,1978
1472,J1824-0127,J1824-0127,2.499468,3.91E-15,*,2006
1473,J1824-0132,J1824-0132,0.223729,2.82E-17,*,2019
1474,B1821-11,J1824-1118,0.435759,3.55E-15,*,1986
1475,J1824-1159,J1824-1159,0.362492,5.38E-15,*,2002
1476,J1824-1350,J1824-1350,1.396599,6.07E-16,*,2015
1477,J1824-1423,J1824-1423,0.359394,3.92E-16,*,2002
1478,J1824-1500,J1824-1500,0.41223,7.58E-16,*,2004
1479,B1821-19,J1824-1945,0.189338,5.24E-15,*,1978
1480,J1824-2233,J1824-2233,1.161743,3.01E-16,*,2006
1481,J1824-2328,J1824-2328,1.505875,1.74E-15,*,2006
1482,B1821-24A,J1824-2452A,0.003054,1.62E-18,*,1987
1483,J1824-2537,J1824-2537,0.22332,4.4E-16,*,2001
1484,B1822+00,J1825+0004,0.778949,8.76E-16,*,1985
1485,J1825-0319,J1825-0319,0.004554,6.8E-21,He[bbb+13],2013
1486,B1822-09,J1825-0935,0.769021,5.24E-14,*,1972
1487,J1825-1108,J1825-1108,1.925872,1.9E-15,*,2015
1488,B1822-14,J1825-1446,0.279187,2.27E-14,*,1986
1489,B1823-11,J1826-1131,2.093136,4.91E-15,*,1986
1490,J1826-1256,J1826-1256,0.110224,1.21E-13,*,2009
1491,B1823-13,J1826-1334,0.101487,7.53E-14,*,1986
1492,J1826-1419,J1826-1419,0.77062,8.78E-15,*,2006
1493,J1826-1526,J1826-1526,0.382073,1.08E-15,*,2002
1494,J1826-2415,J1826-2415,0.004696,1.74E-20,*,2019
1495,J1827-0750,J1827-0750,0.270502,1.54E-15,*,2006
1496,J1827-0934,J1827-0934,0.512548,7.23E-15,*,2002
1497,B1824-10,J1827-0958,0.245757,1E-15,*,1986
1498,J1827-1446,J1827-1446,0.499187,4.53E-14,*,2017
1499,J1828-0611,J1828-0611,0.269415,1.46E-15,*,2004
1500,J1828-1007,J1828-1007,0.153197,6.13E-16,*,2004
1501,J1828-1057,J1828-1057,0.246328,2.07E-14,*,2004
1502,J1828-1101,J1828-1101,0.072052,1.48E-14,*,2002
1503,J1828-1336,J1828-1336,0.860332,9.95E-16,*,2002
1504,J1828+1359,J1828+1359,0.74164,7.29E-16,*,2003
1505,J1828-2119,J1828-2119,0.514523,1.27E-15,*,2006
1506,J1829+0000,J1829+0000,0.199147,5.25E-16,*,2006
1507,J1829-0734,J1829-0734,0.318401,4.79E-15,*,2003
1508,B1826-17,J1829-1751,0.307133,5.55E-15,*,1972
1509,J1829+2456,J1829+2456,0.04101,5.25E-20,NS[clm+04],2004
1510,J1830-0052,J1830-0052,0.345698,2.37E-16,*,2006
1511,J1830-0131,J1830-0131,0.152512,2.11E-15,*,2006
1512,B1828-11,J1830-1059,0.405043,6E-14,*,1987
1513,J1830-1135,J1830-1135,6.221553,4.77E-14,*,2002
1514,J1830-1313,J1830-1313,0.747188,1.71E-15,*,2009
1515,J1830-1414,J1830-1414,0.771493,7.62E-17,*,2006
1516,J1831-0823,J1831-0823,0.612133,3.09E-16,*,2004
1517,J1831-0952,J1831-0952,0.067267,8.32E-15,*,2006
1518,J1831-1223,J1831-1223,2.857941,5.47E-15,*,2002
1519,J1831-1329,J1831-1329,2.165679,2.99E-15,*,2002
1520,J1831-1423,J1831-1423,0.507945,1.09E-15,*,2004
1521,J1832+0029,J1832+0029,0.533917,1.51E-15,*,2006
1522,J1832-0644,J1832-0644,0.744295,3.71E-14,*,2002
1523,B1829-08,J1832-0827,0.647338,6.39E-14,*,1986
1524,J1832-0836,J1832-0836,0.002719,8.27E-21,*,2013
1525,B1829-10,J1832-1021,0.330354,4.2E-15,*,1986
1526,J1833-0209,J1833-0209,0.291931,2.75E-15,*,2015
1527,B1831-03,J1833-0338,0.686733,4.16E-14,*,1972
1528,J1833-0556,J1833-0556,1.521545,1.28E-15,*,2004
1529,J1833-0559,J1833-0559,0.483459,1.23E-14,*,2002
1530,B1830-08,J1833-0827,0.085284,9.17E-15,*,1986
1531,J1833-0831,J1833-0831,7.565408,3.43E-12,*,2010
1532,J1833-1034,J1833-1034,0.061884,2.02E-13,*,2005
1533,J1833-1055,J1833-1055,0.63364,5.27E-16,*,2002
1534,B1828-60,J1833-6023,1.889436,2.7E-16,*,1978
1535,B1831-00,J1834-0010,0.520954,1.05E-17,UL[vbjj05],1985
1536,J1834-0031,J1834-0031,0.329532,4.49E-16,*,2006
1537,B1831-04,J1834-0426,0.290108,7.19E-17,*,1973
1538,J1834-0602,J1834-0602,0.487914,1.83E-15,*,2002
1539,J1834-0633,J1834-0633,0.317315,6.04E-16,*,2004
1540,J1834-0731,J1834-0731,0.51298,5.82E-14,*,2004
1541,J1834-0742,J1834-0742,0.788354,3.25E-14,*,2004
1542,J1834-0812,J1834-0812,0.491142,9.96E-15,*,2011
1543,J1834-0845,J1834-0845,2.482302,7.96E-12,*,2012
1544,J1834-1202,J1834-1202,0.610259,6.74E-18,*,2004
1545,J1834-1710,J1834-1710,0.358306,4.69E-17,*,2003
1546,J1834-1855,J1834-1855,1.465656,1.93E-15,*,2006
1547,J1835-0114,J1835-0114,0.005116,7E-21,He[eklk13],2009
1548,J1835-0349,J1835-0349,0.841865,3.06E-15,*,2006
1549,J1835-0522,J1835-0522,1.087749,4.73E-16,*,2004
1550,B1832-06,J1835-0643,0.30583,4.05E-14,*,1986
1551,J1835-0847,J1835-0847,0.846494,4.85E-16,*,2019
1552,J1835-0924,J1835-0924,0.859192,2.14E-14,*,2002
1553,J1835-09242,J1835-09242,0.235249,1.18E-17,*,2015
1554,J1835-0928,J1835-0928,0.621734,9.69E-16,*,2015
1555,J1835-0944,J1835-0944,0.145347,4.39E-15,*,2006
1556,J1835-0946,J1835-0946,0.379536,4.32E-17,*,2006
1557,J1835-1020,J1835-1020,0.30245,5.92E-15,*,2002
1558,J1835-1106,J1835-1106,0.165907,2.06E-14,*,1996
1559,J1835-1548,J1835-1548,0.670486,1.74E-15,*,2006
1560,B1834-04,J1836-0436,0.354237,1.66E-15,*,1986
1561,J1836-0517,J1836-0517,0.457245,1.3E-15,*,2004
1562,B1834-10,J1836-1008,0.562711,1.18E-14,*,1978
1563,J1836-1324,J1836-1324,0.178756,1.04E-15,*,2006
1564,J1836-2354A,J1836-2354A,0.003354,2.32E-21,UL[lrfs11],2011
1565,J1836+5925,J1836+5925,0.173264,1.5E-15,*,2009
1566,J1837-0045,J1837-0045,0.617037,1.68E-15,*,1996
1567,J1837+0053,J1837+0053,0.473513,3.77E-17,*,2006
1568,J1837-0559,J1837-0559,0.201063,3.3E-15,*,2002
1569,J1837-0604,J1837-0604,0.096294,4.52E-14,*,2001
1570,B1834-06,J1837-0653,1.905809,7.72E-16,*,1986
1571,J1837-0822,J1837-0822,1.099196,1.21E-16,He(?)[bsb+19],2012
1572,J1837+1221,J1837+1221,1.963532,6.2E-15,*,2001
1573,J1837-1243,J1837-1243,1.876019,3.65E-14,*,2002
1574,J1837-1837,J1837-1837,0.618358,5.5E-15,*,2001
1575,J1838-0107,J1838-0107,0.444426,5.46E-18,*,2015
1576,J1838-0453,J1838-0453,0.380831,1.16E-13,*,2002
1577,J1838-0537,J1838-0537,0.145708,4.72E-13,*,2012
1578,J1838-0549,J1838-0549,0.235303,3.34E-14,*,2004
1579,J1838-0624,J1838-0624,0.927178,7.74E-17,*,2004
1580,J1838-0655,J1838-0655,0.070498,4.92E-14,*,2008
1581,J1838-1046,J1838-1046,1.218354,3.08E-15,*,2002
1582,J1838+1523,J1838+1523,0.549161,2.03E-17,*,2018
1583,J1838+1650,J1838+1650,1.901967,2.68E-15,*,2005
1584,J1838-1849,J1838-1849,0.488242,4E-17,*,2013
1585,J1839-0141,J1839-0141,0.933266,5.94E-15,*,2006
1586,J1839-0223,J1839-0223,1.26679,4.76E-15,*,2015
1587,J1839-0321,J1839-0321,0.238778,1.25E-14,*,2002
1588,J1839-0332,J1839-0332,2.675682,4.76E-15,*,2015
1589,J1839-0402,J1839-0402,0.52094,7.69E-15,*,2002
1590,J1839-0436,J1839-0436,0.149461,8.1E-16,*,2006
1591,J1839-0459,J1839-0459,0.585319,3.31E-15,*,2002
1592,J1839-0627,J1839-0627,0.484914,1.32E-16,*,2002
1593,J1839-0643,J1839-0643,0.449548,3.64E-15,*,2002
1594,J1839-0905,J1839-0905,0.418969,2.6E-14,*,2004
1595,J1839-1238,J1839-1238,1.911428,4.95E-15,*,2006
1596,J1840+0214,J1840+0214,0.797478,8.29E-15,*,2006
1597,J1840-0445,J1840-0445,0.422316,1.13E-14,*,2012
1598,J1840-0559,J1840-0559,0.859368,9.6E-15,*,2004
1599,J1840-0626,J1840-0626,1.893353,2.3E-14,*,2009
1600,J1840-0643,J1840-0643,0.035578,2.2E-16,He[kek+13],2013
1601,J1840-0753,J1840-0753,0.437869,1E-16,*,2013
1602,J1840-0809,J1840-0809,0.955672,2.35E-15,*,2004
1603,J1840-0815,J1840-0815,1.09644,2.42E-15,*,2004
1604,J1840-0840,J1840-0840,5.309377,2.37E-14,*,2006
1605,J1840-1122,J1840-1122,0.940962,6.41E-15,*,2004
1606,J1840-1207,J1840-1207,0.75447,3.2E-15,*,2006
1607,J1840-1419,J1840-1419,6.597563,6.35E-15,*,2010
1608,B1839+56,J1840+5640,1.652862,1.49E-15,*,1980
1609,J1841+0130,J1841+0130,0.029773,8.17E-18,He[lfl+06],2004
1610,J1841-0157,J1841-0157,0.663321,1.81E-14,*,2004
1611,J1841-0310,J1841-0310,1.657656,3.35E-16,*,2004
1612,J1841-0345,J1841-0345,0.204068,5.79E-14,*,2000
1613,B1838-04,J1841-0425,0.186149,6.39E-15,*,1986
1614,J1841-0456,J1841-0456,11.788978,4.09E-11,*,1997
1615,J1841-0500,J1841-0500,0.912914,3.48E-14,*,2012
1616,J1841-0524,J1841-0524,0.445749,2.34E-13,*,2004
1617,B1839+09,J1841+0912,0.381319,1.09E-15,*,1978
1618,J1841-1404,J1841-1404,1.334557,6.41E-16,*,2006
1619,J1841-7845,J1841-7845,0.353603,1.6E-16,*,2009
1620,J1842-0153,J1842-0153,1.054228,6.72E-15,*,2002
1621,J1842+0257,J1842+0257,3.088256,2.96E-14,*,2006
1622,J1842-0309,J1842-0309,0.40492,4.52E-15,*,2004
1623,J1842+0358,J1842+0358,0.233326,8.11E-16,*,2006
1624,B1839-04,J1842-0359,1.839944,5.09E-16,*,1986
1625,J1842-0415,J1842-0415,0.526682,2.19E-14,*,2000
1626,J1842-0612,J1842-0612,0.564475,2.2E-17,*,2004
1627,J1842+0638,J1842+0638,0.313016,7.6E-17,*,2006
1628,J1842-0800,J1842-0800,1.255469,1.94E-16,*,2015
1629,J1842-0905,J1842-0905,0.344643,1.05E-14,*,2003
1630,J1842+1332,J1842+1332,0.471604,2.29E-16,*,2001
1631,J1843-0000,J1843-0000,0.88033,7.79E-15,*,2004
1632,J1843-0050,J1843-0050,0.782598,2.49E-16,*,2002
1633,J1843-0137,J1843-0137,0.669872,2.47E-15,*,2004
1634,J1843-0211,J1843-0211,2.027524,1.44E-14,*,2004
1635,J1843-0355,J1843-0355,0.132314,1.04E-15,*,2002
1636,J1843-0408,J1843-0408,0.781934,2.39E-15,*,2004
1637,J1843-0459,J1843-0459,0.754963,8.54E-16,*,2002
1638,J1843-0510,J1843-0510,0.671614,3.89E-15,*,2015
1639,J1843-0702,J1843-0702,0.191614,2.14E-15,*,2004
1640,J1843-0744,J1843-0744,0.475393,1.33E-14,*,2009
1641,J1843-0806,J1843-0806,0.536414,1.74E-14,*,2004
1642,J1843-1113,J1843-1113,0.001846,9.55E-21,*,2004
1643,J1843-1448,J1843-1448,0.005471,6.21E-21,*,2004
1644,J1843-1507,J1843-1507,0.58355,7.2E-15,*,2006
1645,J1843+2024,J1843+2024,3.406539,1.04E-15,*,1996
1646,J1844-0030,J1844-0030,0.641098,6.08E-15,*,2004
1647,J1844+0115,J1844+0115,0.004186,1.07E-20,He[csl+12],2012
1648,B1842-02,J1844-0244,0.507722,1.67E-14,*,1986
1649,J1844-0302,J1844-0302,1.19863,7.81E-15,*,2015
