,NAME,PSRJ,P0,P1,BINCOMP,
1304,B1706-16,J1709-1640,0.653054,6.31E-15,NAN,
1305,J1709+2313,J1709+2313,0.004631,3.63E-21,He,
1306,J1709-3626,J1709-3626,0.447857,2.27E-15,NAN,
1307,J1709-3841,J1709-3841,0.586986,7.86E-15,NAN,
1308,J1709-43,J1709-43,NAN,NAN,NAN,
1309,J1709-4342,J1709-4342,1.735898,8E-16,NAN,
1310,J1709-4401,J1709-4401,0.865235,7.37E-15,NAN,
1311,B1706-44,J1709-4429,0.102459,9.3E-14,NAN,
1312,J1710-2616,J1710-2616,0.954158,2E-17,NAN,
1313,J1710-37,J1710-37,0.792659,NAN,NAN,
1314,J1710-4148,J1710-4148,0.286561,1.02E-16,NAN,
1315,J1710+4923,J1710+4923,0.00322,1.82E-20,NAN,
1316,B1709-15,J1711-1509,0.868804,1.1E-15,NAN,
1317,J1711-3826,J1711-3826,0.465365,7.41E-15,NAN,
1318,J1711-4322,J1711-4322,0.102618,2.67E-17,He,
1319,B1707-53,J1711-5350,0.899218,1.55E-14,NAN,
1320,J1712-2715,J1712-2715,0.25536,1.28E-15,NAN,
1321,J1712-391,J1712-391,0.778149,NAN,NAN,
1322,J1712-392,J1712-392,0.092528,NAN,NAN,
1323,J1713+0747,J1713+0747,0.00457,8.53E-21,He,
1324,J1713-3844,J1713-3844,1.600114,1.77E-13,NAN,
1325,J1713-3949,J1713-3949,0.392451,NAN,NAN,
1326,J1713+78,J1713+78,0.4325,NAN,NAN,
1327,J1714-1054,J1714-1054,0.696279,5.88E-17,NAN,
1328,J1714-3810,J1714-3810,3.824936,5.88E-11,NAN,
1329,J1715-3247,J1715-3247,1.260214,9.2E-17,NAN,
1330,J1715-3700,J1715-3700,0.779628,1.46E-16,NAN,
1331,J1715-3859,J1715-3859,0.928108,4.4E-15,NAN,
1332,J1715-3903,J1715-3903,0.278481,3.77E-14,NAN,
1333,J1715-4034,J1715-4034,2.072155,3.03E-15,NAN,
1334,J1715-4254,J1715-4254,0.573745,8.76E-16,NAN,
1335,J1715+46,J1715+46,0.5481,NAN,NAN,
1336,J1716-3720,J1716-3720,0.630314,1.8E-14,NAN,
1337,J1716-4005,J1716-4005,0.311813,2.87E-15,NAN,
1338,J1716-4111,J1716-4111,1.036067,2.88E-15,NAN,
1339,J1716-4711,J1716-4711,0.555824,8.33E-16,NAN,
1340,J1717+03,J1717+03,3.901,NAN,NAN,
1341,B1714-34,J1717-3425,0.656299,9.8E-15,NAN,
1342,J1717-3737,J1717-3737,0.682419,5.29E-15,NAN,
1343,J1717-3847,J1717-3847,1.149499,8.2E-16,NAN,
1344,J1717-3953,J1717-3953,1.085521,3.3E-17,NAN,
1345,J1717-4043,J1717-4043,0.397857,1.22E-14,NAN,
1346,J1717-40435,J1717-40435,0.349929,1.75E-15,NAN,
1347,B1713-40,J1717-4054,0.887719,3.7E-15,NAN,
1348,J1717-5800,J1717-5800,0.321793,1.96E-16,NAN,
1349,J1718-3714,J1718-3714,1.289379,2.62E-14,NAN,
1350,J1718-3718,J1718-3718,3.378574,1.61E-12,NAN,
1351,J1718-3825,J1718-3825,0.07467,1.32E-14,NAN,
1352,J1718-41,J1718-41,0.548419,NAN,NAN,
1353,J1718-4539,J1718-4539,0.590473,7.51E-15,NAN,
1354,J1719-1438,J1719-1438,0.00579,8.04E-21,UL,
1355,J1719-2330,J1719-2330,0.453993,2.19E-15,NAN,
1356,B1715-40,J1719-4006,0.189094,1.67E-15,NAN,
1357,J1719-4302,J1719-4302,0.235475,3.92E-16,NAN,
1358,J1720+00,J1720+00,3.357,NAN,NAN,
1359,B1718-02,J1720-0212,0.477715,8.28E-17,NAN,
1360,B1717-16,J1720-1633,1.565601,5.8E-15,NAN,
1361,J1720+2150,J1720+2150,1.615664,7.4E-16,NAN,
1362,J1720-2446,J1720-2446,0.874265,5.93E-16,NAN,
1363,B1717-29,J1720-2933,0.620448,7.46E-16,NAN,
1364,J1720-36,J1720-36,0.092132,NAN,NAN,
1365,J1720-3659,J1720-3659,0.351125,3.27E-17,NAN,
1366,B1718-19,J1721-1936,1.004037,1.62E-15,NAN,
1367,J1721-1939,J1721-1939,0.40404,1.28E-16,NAN,
1368,J1721-2457,J1721-2457,0.003497,5.54E-21,NAN,
1369,B1718-35,J1721-3532,0.280424,2.52E-14,NAN,
1370,B1718-32,J1722-3207,0.477158,6.45E-16,NAN,
1371,J1722+35,J1722+35,0.8216,NAN,NAN,
1372,B1718-36,J1722-3632,0.399183,4.46E-15,NAN,
1373,B1719-37,J1722-3712,0.236182,1.09E-14,NAN,
1374,J1722-4400,J1722-4400,0.218554,3.74E-16,NAN,
1375,J1723-2837,J1723-2837,0.001856,7.54E-21,MS,
1376,J1723-2852,J1723-2852,0.625034,9E-16,NAN,
1377,J1723-3659,J1723-3659,0.202722,8.01E-15,NAN,
1378,J1723-38,J1723-38,0.765796,NAN,NAN,
1379,J1724-3149,J1724-3149,0.948237,7.25E-15,NAN,
1380,J1724-35,J1724-35,1.42199,NAN,NAN,
1381,J1724-3505,J1724-3505,1.221708,2.11E-14,NAN,
1382,J1724-4500,J1724-4500,1.309109,3.51E-15,NAN,
1383,J1725-0732,J1725-0732,0.239919,4.3E-16,NAN,
1384,J1725-2852,J1725-2852,1.257788,1.99E-15,NAN,
1385,J1725-3546,J1725-3546,1.032471,1.5E-14,NAN,
1386,J1725-3848,J1725-3848,2.062386,2.3E-14,NAN,
1387,J1725-3853,J1725-3853,0.004792,5E-20,NAN,
1388,J1725-4043,J1725-4043,1.465071,2.79E-15,NAN,
1389,J1726-00,J1726-00,1.3086,NAN,NAN,
1390,J1726-31,J1726-31,0.12347,NAN,NAN,
1391,J1726-3530,J1726-3530,1.110132,1.22E-12,NAN,
1392,J1726-3635,J1726-3635,0.287432,1.44E-15,NAN,
1393,J1726-4006,J1726-4006,0.882778,3.33E-15,NAN,
1394,J1726-52,J1726-52,0.6318,NAN,NAN,
1395,J1727-2739,J1727-2739,1.2931,1.1E-15,NAN,
1396,J1727-29,J1727-29,NAN,NAN,NAN,
1397,J1727-2946,J1727-2946,0.027083,2.46E-19,CO,
1398,B1726-00,J1728-0007,0.386004,1.12E-15,NAN,
1399,J1728-3733,J1728-3733,0.615538,7.2E-17,NAN,
1400,J1728-4028,J1728-4028,0.866343,2.33E-16,NAN,
1401,J1729-2117,J1729-2117,0.066293,1.72E-19,NAN,
1402,J1730-2304,J1730-2304,0.008123,2.02E-20,NAN,
1403,J1730-2900,J1730-2900,1.538427,8.85E-15,NAN,
1404,B1727-33,J1730-3350,0.13946,8.48E-14,NAN,
1405,J1730-3353,J1730-3353,3.270242,2.2E-14,NAN,
1406,J1730-34,J1730-34,0.09983,NAN,NAN,
1407,J1731-1847,J1731-1847,0.002345,2.54E-20,UL,
1408,J1731-3123,J1731-3123,0.753048,1.68E-15,NAN,
1409,J1731-3322,J1731-3322,0.544671,2.81E-14,NAN,
1410,B1727-47,J1731-4744,0.829829,1.64E-13,NAN,
1411,J1732-1930,J1732-1930,0.48377,1.82E-16,NAN,
1412,J1732-3131,J1732-3131,0.196543,2.8E-14,NAN,
1413,J1732-3426,J1732-3426,0.332887,4.02E-16,NAN,
1414,J1732-35,J1732-35,0.12669,NAN,NAN,
1415,J1732-3729,J1732-3729,2.184001,1.3E-15,NAN,
1416,B1729-41,J1732-4128,0.627981,1.28E-14,NAN,
1417,J1732-4156,J1732-4156,0.323434,6.61E-16,NAN,
1418,J1732-5049,J1732-5049,0.005313,1.42E-20,He,
1419,B1730-22,J1733-2228,0.871683,4.27E-17,NAN,
1420,J1733-2533,J1733-2533,0.659794,2.1E-15,NAN,
1421,J1733-2837,J1733-2837,0.768185,1.11E-15,NAN,
1422,J1733-3030,J1733-3030,0.362052,1.65E-15,NAN,
1423,J1733-3322,J1733-3322,1.245915,4.1E-15,NAN,
1424,B1730-37,J1733-3716,0.337594,1.5E-14,NAN,
1425,J1733-4005,J1733-4005,0.561778,3.62E-15,NAN,
1426,J1733-5515,J1733-5515,1.011234,4E-16,NAN,
1427,B1732-02,J1734-0212,0.839394,4.21E-16,NAN,
1428,J1734-2415,J1734-2415,0.612524,1.05E-15,NAN,
1429,J1734-3058,J1734-3058,0.541286,1.62E-17,NAN,
1430,J1734-3333,J1734-3333,1.169341,2.28E-12,NAN,
1431,J1735-0243,J1735-0243,0.782887,6.32E-16,NAN,
1432,B1732-07,J1735-0724,0.419335,1.21E-15,NAN,
1433,J1735-3258,J1735-3258,0.350963,2.61E-14,NAN,
1434,J1735+63,J1735+63,0.5107,NAN,NAN,
1435,J1736+05,J1736+05,0.999245,NAN,NAN,
1436,J1736-2457,J1736-2457,2.642223,3.43E-15,NAN,
1437,J1736-2819,J1736-2819,1.592419,1.49E-14,NAN,
1438,J1736-2843,J1736-2843,6.445036,3E-14,NAN,
1439,J1736-3511,J1736-3511,0.502803,1.57E-15,NAN,
1440,J1737-0811,J1737-0811,0.004175,7.93E-21,UL,
1441,J1737-3102,J1737-3102,0.768672,3.73E-14,NAN,
1442,J1737-3137,J1737-3137,0.450432,1.39E-13,NAN,
1443,J1737-3320,J1737-3320,0.816273,2.25E-15,NAN,
1444,B1734-35,J1737-3555,0.397585,6.12E-15,NAN,
1445,J1738+0333,J1738+0333,0.00585,2.41E-20,He,
1446,J1738+04,J1738+04,1.39179,NAN,NAN,
1447,J1738-2330,J1738-2330,1.978847,8.56E-15,NAN,
1448,J1738-2647,J1738-2647,0.349591,3.15E-15,NAN,
1449,J1738-2736,J1738-2736,0.627716,4.62E-15,NAN,
1450,J1738-2955,J1738-2955,0.443398,8.19E-14,NAN,
1451,J1738-3107,J1738-3107,0.549498,2.96E-16,NAN,
1452,B1735-32,J1738-3211,0.768499,7.95E-16,NAN,
1453,J1738-3316,J1738-3316,0.730373,8.86E-17,NAN,
1454,J1739+0612,J1739+0612,0.234169,1.56E-16,NAN,
1455,J1739-1313,J1739-1313,1.215698,8.17E-17,NAN,
1456,J1739-2521,J1739-2521,1.818461,2.4E-16,NAN,
1457,B1736-29,J1739-2903,0.322888,7.87E-15,NAN,
1458,J1739-3023,J1739-3023,0.114368,1.14E-14,NAN,
1459,J1739-3049,J1739-3049,0.239317,2.18E-15,NAN,
1460,B1736-31,J1739-3131,0.529441,1.86E-14,NAN,
1461,J1739-3159,J1739-3159,0.877561,1.97E-16,NAN,
1462,J1739-3951,J1739-3951,0.341772,1.99E-17,NAN,
1463,J1740+1000,J1740+1000,0.154087,2.15E-14,NAN,
1464,B1737+13,J1740+1311,0.80305,1.45E-15,NAN,
1465,J1740-2540,J1740-2540,1.692656,1.85E-15,NAN,
1466,J1740+27,J1740+27,1.0582,NAN,NAN,
1467,B1737-30,J1740-3015,0.606887,4.66E-13,NAN,
1468,J1740-3052,J1740-3052,0.570313,2.55E-14,MS,
1469,J1740-3327,J1740-3327,0.515001,3.9E-15,NAN,
1470,J1740-5340A,J1740-5340A,0.00365,1.68E-19,MS,
1471,B1738-08,J1741-0840,2.043082,2.27E-15,NAN,
1472,J1741+1351,J1741+1351,0.003747,3.02E-20,He,
1473,J1741-2019,J1741-2019,3.904506,1.63E-14,NAN,
1474,J1741-2054,J1741-2054,0.4137,1.7E-14,NAN,
1475,J1741-2719,J1741-2719,0.346797,8.06E-17,NAN,
1476,J1741-2733,J1741-2733,0.892959,1.48E-16,NAN,
1477,J1741+2758,J1741+2758,1.360738,1.84E-15,NAN,
1478,J1741-2945,J1741-2945,0.223558,6.34E-16,NAN,
1479,J1741-3016,J1741-3016,1.893749,8.99E-15,NAN,
1480,J1741-34,J1741-34,0.875137,NAN,NAN,
1481,J1741+38,J1741+38,0.8289,NAN,NAN,
1482,B1737-39,J1741-3927,0.512212,1.71E-15,NAN,
1483,J1742-3957,J1742-3957,1.016349,8.16E-17,NAN,
1484,J1742-4616,J1742-4616,0.412401,3.38E-17,NAN,
1485,B1740-03,J1743-0339,0.444645,1.56E-15,NAN,
1486,J1743+05,J1743+05,1.47363,NAN,NAN,
1487,B1740-13,J1743-1351,0.405337,4.78E-16,NAN,
1488,J1743-2442,J1743-2442,1.242508,4.72E-16,NAN,
1489,B1740-31,J1743-3150,2.414576,1.21E-13,NAN,
1490,J1743-3153,J1743-3153,0.193105,1.06E-14,NAN,
1491,J1743-35,J1743-35,0.56998,NAN,NAN,
1492,J1743-4212,J1743-4212,0.306167,7.83E-16,NAN,
1493,J1744-1134,J1744-1134,0.004075,8.93E-21,NAN,
1494,J1744-1610,J1744-1610,1.757206,2.38E-15,NAN,
1495,J1744-2335,J1744-2335,1.683507,8.33E-16,NAN,
1496,J1744-3130,J1744-3130,1.066061,2.12E-14,NAN,
1497,J1744-3922,J1744-3922,0.172444,1.55E-18,UL,
1498,J1744-5337,J1744-5337,0.355666,1.9E-16,NAN,
1499,J1744-7619,J1744-7619,0.004688,9.68E-21,NAN,
1500,J1745-0129,J1745-0129,1.045407,6.31E-16,NAN,
1501,J1745-0952,J1745-0952,0.019376,9.25E-20,He,
1502,J1745+1017,J1745+1017,0.002652,2.73E-21,UL,
1503,J1745+12,J1745+12,1.0599,NAN,NAN,
1504,J1745-2229,J1745-2229,1.160593,2.86E-15,NAN,
1505,J1745-2900,J1745-2900,3.763733,1.76E-11,NAN,
1506,J1745-2910,J1745-2910,0.982,NAN,NAN,
1507,J1745-2912,J1745-2912,0.187379,NAN,NAN,
1508,B1742-30,J1745-3040,0.367432,1.07E-14,NAN,
1509,J1745-3812,J1745-3812,0.698353,2.43E-15,NAN,
1510,J1745+42,J1745+42,0.3051,NAN,NAN,
1511,J1746+2245,J1746+2245,3.465038,4.92E-15,NAN,
1512,J1746+2540,J1746+2540,1.058148,1.05E-15,NAN,
1513,J1746-27,J1746-27,0.487528,NAN,NAN,
1514,J1746-2849,J1746-2849,1.47848,1.27E-14,NAN,
1515,J1746-2850,J1746-2850,1.077101,1.34E-12,NAN,
1516,J1746-2856,J1746-2856,0.945224,1.25E-14,NAN,
1517,J1746-3239,J1746-3239,0.199541,6.56E-15,NAN,
1518,J1747-1030,J1747-1030,1.578793,4.3E-16,NAN,
1519,J1747-2647,J1747-2647,0.500254,1.32E-14,NAN,
1520,J1747-2802,J1747-2802,2.780079,2.37E-15,NAN,
1521,J1747-2809,J1747-2809,0.052153,1.56E-13,NAN,
1522,J1747-2958,J1747-2958,0.098814,6.13E-14,NAN,
1523,J1747-4036,J1747-4036,0.001646,1.31E-20,NAN,
1524,B1745-12,J1748-1300,0.394133,1.21E-15,NAN,
1525,B1745-20A,J1748-2021A,0.288603,3.99E-16,NAN,
1526,J1748-2021B,J1748-2021B,0.01676,-3.29E-19,NAN,
1527,J1748-2021C,J1748-2021C,0.006227,-5.98E-20,NAN,
1528,J1748-2021D,J1748-2021D,0.013496,5.87E-19,NAN,
1529,J1748-2021E,J1748-2021E,0.016264,3.12E-19,NAN,
1530,J1748-2021F,J1748-2021F,0.003794,-1.05E-20,NAN,
1531,J1748-2444,J1748-2444,0.442838,1.11E-16,NAN,
1532,B1744-24A,J1748-2446A,0.011563,-3.4E-20,UL,
1533,J1748-2446aa,J1748-2446aa,0.005788,NAN,NAN,
1534,J1748-2446ab,J1748-2446ab,0.00512,NAN,NAN,
1535,J1748-2446ac,J1748-2446ac,0.005087,NAN,NAN,
1536,J1748-2446ad,J1748-2446ad,0.001396,0,NAN,
1537,J1748-2446ae,J1748-2446ae,0.003659,NAN,UL,
1538,J1748-2446af,J1748-2446af,0.003304,NAN,NAN,
1539,J1748-2446ag,J1748-2446ag,0.004448,NAN,NAN,
1540,J1748-2446ah,J1748-2446ah,0.004965,NAN,NAN,
1541,J1748-2446ai,J1748-2446ai,0.021228,NAN,NAN,
1542,J1748-2446aj,J1748-2446aj,0.002959,1.41E-19,NAN,
1543,J1748-2446ak,J1748-2446ak,0.00189,8.85E-20,NAN,
1544,J1748-2446al,J1748-2446al,5.95,NAN,NAN,
1545,J1748-2446C,J1748-2446C,0.008436,-6.06E-19,NAN,
1546,J1748-2446D,J1748-2446D,0.004714,NAN,NAN,
1547,J1748-2446E,J1748-2446E,0.002198,NAN,He,
1548,J1748-2446F,J1748-2446F,0.00554,NAN,NAN,
1549,J1748-2446G,J1748-2446G,0.021672,NAN,NAN,
1550,J1748-2446H,J1748-2446H,0.004926,NAN,NAN,
1551,J1748-2446I,J1748-2446I,0.00957,NAN,He,
1552,J1748-2446J,J1748-2446J,0.080338,NAN,CO,
1553,J1748-2446K,J1748-2446K,0.00297,NAN,NAN,
1554,J1748-2446L,J1748-2446L,0.002245,NAN,NAN,
1555,J1748-2446M,J1748-2446M,0.00357,NAN,He,
1556,J1748-2446N,J1748-2446N,0.008667,NAN,CO,
1557,J1748-2446O,J1748-2446O,0.001677,NAN,UL,
1558,J1748-2446P,J1748-2446P,0.001729,NAN,MS,
1559,J1748-2446Q,J1748-2446Q,0.002812,NAN,NAN,
1560,J1748-2446R,J1748-2446R,0.005029,NAN,NAN,
1561,J1748-2446S,J1748-2446S,0.006117,NAN,NAN,
1562,J1748-2446T,J1748-2446T,0.007085,NAN,NAN,
1563,J1748-2446U,J1748-2446U,0.003289,NAN,NAN,
1564,J1748-2446V,J1748-2446V,0.002073,NAN,He,
1565,J1748-2446W,J1748-2446W,0.004205,NAN,He,
1566,J1748-2446X,J1748-2446X,0.002999,NAN,NAN,
1567,J1748-2446Y,J1748-2446Y,0.002048,NAN,He,
1568,J1748-2446Z,J1748-2446Z,0.002463,NAN,NAN,
1569,J1748-30,J1748-30,0.382735,NAN,NAN,
1570,J1748-3009,J1748-3009,0.009684,NAN,He,
1571,J1749+16,J1749+16,2.31165,NAN,NAN,
1572,J1749-2347,J1749-2347,0.874486,2.42E-15,NAN,
1573,J1749-2629,J1749-2629,1.335388,1.72E-15,NAN,
1574,B1746-30,J1749-3002,0.609874,7.87E-15,NAN,
1575,J1749-4931,J1749-4931,0.445822,5.9E-16,NAN,
1576,J1749-5417,J1749-5417,0.307577,1.5E-16,NAN,
1577,B1745-56,J1749-5605,1.33231,2.12E-15,NAN,
1578,J1749+59,J1749+59,0.436,NAN,NAN,
1579,J1750+07,J1750+07,1.90881,NAN,NAN,
1580,J1750-2043,J1750-2043,5.639047,7.95E-15,NAN,
1581,J1750-2438,J1750-2438,0.712794,1.08E-14,NAN,
1582,J1750-2444,J1750-2444,0.899377,2.64E-16,NAN,
1583,J1750-2536,J1750-2536,0.034749,NAN,CO,
1584,J1750-28,J1750-28,1.300513,5.78E-15,NAN,
1585,B1747-31,J1750-3157,0.910363,1.97E-16,NAN,
1586,J1750-3503,J1750-3503,0.684014,3.81E-17,NAN,
1587,J1750-3703A,J1750-3703A,0.111601,5.66E-18,NAN,
1588,J1750-3703B,J1750-3703B,0.006075,1.92E-20,NAN,
1589,J1750-3703C,J1750-3703C,0.026569,-9.96E-19,NAN,
1590,J1750-3703D,J1750-3703D,0.00514,4.93E-19,NAN,
1591,J1751-2516,J1751-2516,0.394836,2.64E-15,NAN,
1592,J1751-2857,J1751-2857,0.003915,1.12E-20,He,
1593,J1751-3323,J1751-3323,0.548227,8.83E-15,NAN,
1594,B1747-46,J1751-4657,0.742354,1.3E-15,NAN,
1595,J1752+2359,J1752+2359,0.409051,6.43E-16,NAN,
1596,J1752-2410,J1752-2410,0.191037,6.18E-16,NAN,
1597,B1749-28,J1752-2806,0.562558,8.13E-15,NAN,
1598,J1752-2821,J1752-2821,0.640229,3.47E-15,NAN,
1599,J1753-12,J1753-12,0.405454,NAN,NAN,
1600,J1753-1914,J1753-1914,0.062955,2.02E-18,NAN,
1601,J1753-2240,J1753-2240,0.095138,9.7E-19,NS,
1602,B1750-24,J1753-2501,0.528336,1.41E-14,NAN,
1603,J1753-38,J1753-38,0.666804,NAN,NAN,
1604,J1754+0032,J1754+0032,0.004411,NAN,NAN,
1605,J1754-2422,J1754-2422,2.090248,8.3E-16,NAN,
1606,J1754-3014,J1754-3014,1.32049,4.43E-15,NAN,
1607,J1754-3443,J1754-3443,0.361691,5.71E-16,NAN,
1608,J1754-3510,J1754-3510,0.392704,7.82E-16,NAN,
1609,B1753+52,J1754+5201,2.391397,1.56E-15,NAN,
1610,J1755-0903,J1755-0903,0.19071,7.81E-16,NAN,
1611,J1755-1650,J1755-1650,0.733744,6.86E-16,NAN,
1612,J1755-2025,J1755-2025,0.322231,4.42E-15,NAN,
1613,J1755-2521,J1755-2521,1.175968,9.02E-14,NAN,
1614,J1755-25211,J1755-25211,1.004513,3.12E-14,NAN,
1615,J1755-2534,J1755-2534,0.233541,1.12E-14,NAN,
1616,J1755-2550,J1755-2550,0.315196,2.43E-15,NS,
1617,J1755-26,J1755-26,0.430872,1.23E-14,NAN,
1618,J1755-2725,J1755-2725,0.261955,1.37E-17,NAN,
1619,J1755-33,J1755-33,0.959466,NAN,NAN,
1620,J1755-3716,J1755-3716,0.012786,3.11E-20,CO,
1621,J1756+1822,J1756+1822,0.744001,5.13E-16,NAN,
1622,J1756-2225,J1756-2225,0.40498,5.27E-14,NAN,
1623,J1756-2251,J1756-2251,0.028462,1.02E-18,NS,
1624,B1753-24,J1756-2435,0.67048,2.85E-16,NAN,
1625,J1756-25,J1756-25,0.855986,NAN,NAN,
1626,J1756-2619,J1756-2619,0.724514,1.24E-15,NAN,
1627,J1757-1500,J1757-1500,0.179354,1.5E-15,NAN,
1628,J1757-16,J1757-16,0.451273,NAN,NAN,
1629,J1757-1854,J1757-1854,0.021497,2.63E-18,NS,
1630,J1757-2223,J1757-2223,0.18531,7.82E-16,NAN,
1631,B1754-24,J1757-2421,0.234106,1.3E-14,NAN,
1632,J1757-27,J1757-27,0.017687,2.1E-19,NAN,
1633,J1757-5322,J1757-5322,0.00887,2.63E-20,CO,
1634,J1758-1931,J1758-1931,0.692552,1.69E-14,NAN,
1635,J1758-2206,J1758-2206,0.430278,9.56E-16,NAN,
1636,J1758-2540,J1758-2540,2.107263,1.55E-15,NAN,
1637,J1758-2630,J1758-2630,1.202893,5.17E-15,NAN,
1638,J1758-2846,J1758-2846,0.766706,9.41E-17,NAN,
1639,J1758+3030,J1758+3030,0.947256,7.2E-16,NAN,
1640,J1759-1029,J1759-1029,2.512263,1.57E-14,NAN,
1641,J1759-1736,J1759-1736,0.798452,2.55E-16,NAN,
1642,J1759-1903,J1759-1903,0.731505,3.07E-15,NAN,
1643,J1759-1940,J1759-1940,0.25472,9.34E-17,NAN,
1644,J1759-1956,J1759-1956,2.843389,1.86E-14,NAN,
1645,B1756-22,J1759-2205,0.460974,1.09E-14,NAN,
1646,J1759-2302,J1759-2302,0.810718,1.07E-14,NAN,
1647,J1759-2307,J1759-2307,0.558889,3.76E-15,NAN,
1648,J1759-24,J1759-24,1.457739,NAN,NAN,
1649,J1759-2549,J1759-2549,0.956549,9.96E-14,NAN,
1650,J1759-2922,J1759-2922,0.5744,4.63E-15,NAN,
1651,J1759-3107,J1759-3107,1.078953,3.77E-15,NAN,
1652,J1800-0125,J1800-0125,0.783185,1.15E-14,NAN,
1653,J1800-2114,J1800-2114,1.799272,5.5E-16,NAN,
1654,B1757-23,J1800-2343,1.03082,NAN,NAN,
1655,J1800+5034,J1800+5034,0.578375,1.17E-16,NAN,
1656,B1758-03,J1801-0357,0.921491,3.31E-15,NAN,
1657,J1801-0857A,J1801-0857A,0.007176,-5.13E-19,NAN,
1658,J1801-0857B,J1801-0857B,0.028962,2.19E-18,NAN,
1659,J1801-0857C,J1801-0857C,0.003739,-6.5E-20,NAN,
1660,J1801-0857D,J1801-0857D,0.004227,6.9E-21,NAN,
1661,J1801-1417,J1801-1417,0.003625,5.3E-21,NAN,
1662,J1801-1855,J1801-1855,2.550498,1.82E-16,NAN,
1663,J1801-1909,J1801-1909,1.108725,7.03E-16,NAN,
1664,J1801-2115,J1801-2115,0.438113,1.55E-17,NAN,
1665,J1801-2154,J1801-2154,0.375297,1.6E-14,NAN,
1666,B1758-23,J1801-2304,0.415827,1.13E-13,NAN,
1667,B1757-24,J1801-2451,0.124924,1.28E-13,NAN,
1668,B1758-29,J1801-2920,1.081908,3.29E-15,NAN,
1669,J1801-3210,J1801-3210,0.007454,-4.44E-23,He,
1670,J1801-3458,J1801-3458,1.385604,3.97E-16,NAN,
1671,J1802+0128,J1802+0128,0.554262,2.11E-15,NAN,
1672,J1802+03,J1802+03,0.6643,NAN,NAN,
1673,J1802-0523,J1802-0523,1.680573,2.65E-15,NAN,
1674,J1802-1745,J1802-1745,0.514671,5.64E-16,NAN,
1675,J1802-2124,J1802-2124,0.012648,7.26E-20,CO,
1676,J1802-2426,J1802-2426,0.569007,8.56E-15,NAN,
1677,J1802-3346,J1802-3346,2.461052,1.32E-15,NAN,
1678,J1803-1616,J1803-1616,0.536596,1.77E-15,NAN,
1679,J1803-1857,J1803-1857,2.864338,1.52E-14,NAN,
1680,J1803-1920,J1803-1920,0.443649,3.3E-16,NAN,
1681,B1800-21,J1803-2137,0.133667,1.34E-13,NAN,
1682,J1803-2149,J1803-2149,0.106332,1.95E-14,NAN,
1683,B1800-27,J1803-2712,0.334415,1.71E-17,He,
1684,J1803-3002A,J1803-3002A,0.0071,NAN,NAN,
1685,J1803-3002B,J1803-3002B,0.004397,NAN,NAN,
1686,J1803-3002C,J1803-3002C,0.00584,NAN,NAN,
1687,J1803-3329,J1803-3329,0.633412,3.37E-16,NAN,
1688,B1802-07,J1804-0735,0.023101,4.67E-19,NAN,
1689,J1804-2228,J1804-2228,0.570511,1.43E-16,NAN,
1690,J1804-2717,J1804-2717,0.009343,4.09E-20,He,
1691,J1804-28,J1804-28,1.273011,NAN,NAN,
1692,J1804-2858,J1804-2858,0.001493,NAN,NAN,
1693,B1802+03,J1805+0306,0.218712,9.99E-16,NAN,
1694,J1805+06,J1805+06,0.00213,NAN,UL,
1695,J1805-0619,J1805-0619,0.454651,9.69E-16,NAN,
1696,J1805-1504,J1805-1504,1.181269,2.73E-16,NAN,
1697,J1805-2032,J1805-2032,0.405769,8.39E-15,NAN,
1698,J1805-2037,J1805-2037,0.357807,1.76E-15,NAN,
1699,J1805-2447,J1805-2447,0.661402,5.82E-18,NAN,
1700,J1805-2948,J1805-2948,0.428341,4.74E-16,NAN,
1701,J1806+1023,J1806+1023,0.484286,5.73E-17,NAN,
1702,B1804-12,J1806-1154,0.522618,1.41E-15,NAN,
1703,J1806-1618,J1806-1618,0.668309,8.62E-16,NAN,
1704,J1806-1920,J1806-1920,0.879791,1.7E-17,NAN,
1705,J1806-2125,J1806-2125,0.481789,1.21E-13,NAN,
1706,J1806+2819,J1806+2819,0.015084,3.75E-20,He,
1707,J1807+04,J1807+04,0.7989,NAN,NAN,
1708,J1807+0756,J1807+0756,0.4643,1.29E-16,NAN,
1709,B1804-08,J1807-0847,0.163727,2.88E-17,NAN,
1710,J1807-2459A,J1807-2459A,0.003059,-4.34E-21,UL,
1711,J1807-2459B,J1807-2459B,0.004186,8.23E-20,NS,
1712,J1807-2557,J1807-2557,2.764195,4.99E-15,NAN,
1713,B1804-27,J1807-2715,0.827776,1.22E-14,NAN,
1714,J1808+00,J1808+00,0.425115,NAN,NAN,
1715,J1808-0813,J1808-0813,0.876044,1.24E-15,NAN,
1716,J1808-1020,J1808-1020,0.596993,7.72E-16,NAN,
1717,J1808-1517,J1808-1517,0.544549,2.67E-15,NAN,
1718,J1808-1726,J1808-1726,0.241035,1.16E-17,NAN,
1719,J1808-2024,J1808-2024,7.55592,5.49E-10,NAN,
1720,B1805-20,J1808-2057,0.91841,1.71E-14,NAN,
1721,J1808-2701,J1808-2701,2.457882,6.58E-14,NAN,
1722,J1808-3249,J1808-3249,0.364912,7.05E-15,NAN,
1723,J1809-0119,J1809-0119,0.744976,2.29E-15,NAN,
1724,J1809-0743,J1809-0743,0.313886,1.52E-16,NAN,
